p_val	avg_log2FC	pct.1	pct.2	p_val_adj
FZD10-AS1	4.42780608661371e-267	2.7608596081349	0.291	0.044	1.17106615378759e-262
VIT	1.07718947507589e-265	4.96640717861433	0.147	0.004	2.84895072368072e-261
CD248	2.89545464850026e-264	4.55360139191093	0.139	0.003	7.6578984543535e-260
HAPLN2	1.11268210089782e-262	4.51182889222239	0.153	0.006	2.94282162045455e-258
MAGI2-AS3	1.39966817451148e-262	2.32351791508697	0.467	0.135	3.70184238794796e-258
CCL21	3.17815348226964e-262	3.25856373185975	0.187	0.012	8.40558032990675e-258
PARD3	1.25396248175117e-261	1.56128377068006	0.777	0.341	3.31647997173548e-257
FSTL3	1.3174197740961e-261	3.36748323643985	0.291	0.046	3.48431181852935e-257
SIMC1	9.19092199202242e-261	2.54453965310341	0.421	0.106	2.43081504845009e-256
CYS1	1.56424314167485e-260	4.07458853156755	0.151	0.005	4.13711026110163e-256
FRMD3	2.82021797452955e-260	3.21030081549871	0.406	0.1	7.45891249903575e-256
TCIM	3.78584360489045e-259	2.26138182550945	0.431	0.107	1.00127991662142e-254
ADAM22	6.33982845179149e-259	2.80032466277766	0.306	0.051	1.67675782892981e-254
COL8A1	1.98315505052228e-258	3.08217145657078	0.229	0.024	5.24504847762133e-254
EHD2	2.59772921217595e-258	2.37793760876937	0.385	0.087	6.87047422036295e-254
A2M	2.22837208353063e-257	1.19151198989758	0.802	0.319	5.89359848652181e-253
CCND1	8.93311041031506e-257	1.9110776502064	0.613	0.247	2.36262904132013e-252
HEY2	2.27923245168086e-256	3.71883271277717	0.234	0.027	6.02811398820554e-252
NDC80	7.67643618941007e-256	2.30213624077729	0.263	0.034	2.03026384337517e-251
ARHGEF17	1.56615496702524e-255	3.44932639270182	0.322	0.061	4.14216665678836e-251
AL121821.2	4.33067251932749e-255	6.78867701299362	0.118	0.001	1.14537626791173e-250
CAMK1G	5.84969151579886e-254	4.5780754846644	0.144	0.005	1.54712641209848e-249
AOX1	2.09530182470824e-253	4.32392661040445	0.201	0.018	5.54165426598834e-249
SMARCD3	1.12185063453723e-252	2.56805058968303	0.345	0.069	2.96707055822407e-248
DLX5	7.22962655397472e-252	4.2965220555023	0.219	0.023	1.91209163099523e-247
PEAK1	1.84725458742582e-251	1.67517109806565	0.631	0.241	4.88561893282382e-247
CNN1	1.11488116655573e-250	2.95946464037918	0.21	0.02	2.9486377093066e-246
CNPY4	2.35904962693576e-250	2.71816250603243	0.296	0.049	6.23921445331971e-246
AC002074.1	2.90815999744522e-250	5.1266721137937	0.14	0.004	7.69150156124312e-246
MOCS1	5.20603259756634e-250	4.60715087779509	0.179	0.012	1.37689150140435e-245
ASPN	5.51259823582332e-250	4.58333967553253	0.181	0.013	1.45797198141055e-245
LIN7A	1.09326651685503e-249	3.74409260591327	0.22	0.024	2.8914712837782e-245
RASD1	1.68506927004822e-249	2.39276565522391	0.632	0.273	4.45667120542354e-245
NBL1	1.82787043101025e-249	1.2669132793558	0.776	0.351	4.8343517159359e-245
CTSF	1.47294698272733e-248	1.86788291965097	0.608	0.26	3.89565017991724e-244
CYB5R3	6.1956724492799e-246	1.39537588003082	0.731	0.361	1.63863144938555e-241
STOM	6.22916452244869e-245	1.0631966573498	0.728	0.277	1.64748943289723e-240
ARHGEF25	1.14283049756549e-243	3.58775017826422	0.175	0.012	3.02255809996121e-239
SLC38A2	1.64019638936513e-243	1.35960355706894	0.889	0.56	4.33799141059288e-239
MOXD1	1.81312061381411e-243	3.23028550481751	0.177	0.012	4.79534139941557e-239
AC100793.2	2.46914422479096e-243	4.56188295249787	0.168	0.011	6.53039264572714e-239
CACNA1C	3.29170246643313e-243	2.50899074617293	0.523	0.186	8.70589468322235e-239
ELANE	6.57731472541566e-243	4.95485145055639	0.134	0.004	1.73956819857793e-238
NHS	1.88270813208947e-242	2.68968219295968	0.375	0.087	4.97938646775023e-238
METTL24	4.25054960457996e-242	3.86249431619926	0.161	0.009	1.12418535941931e-237
COLEC11	6.00937038632776e-241	3.41329810999766	0.181	0.014	1.58935827977597e-236
OMD	8.3521250556338e-241	3.29312081289773	0.194	0.017	2.20897003471403e-236
PLEKHA4	1.40533031280885e-240	2.81415039649679	0.32	0.063	3.71681761131684e-236
PDE3A	3.10772561257907e-240	3.01713258764535	0.303	0.055	8.21931270014912e-236
RPL36	6.70938277905411e-240	-0.981186476921882	0.965	0.95	1.77449755740423e-235
HOXA11	1.64228707797813e-239	3.39451986525093	0.273	0.045	4.34352086383657e-235
RPL39	5.59502698020356e-239	-1.17647134943868	0.959	0.959	1.47977273572424e-234
CD59	6.20109048104776e-239	0.980441400556477	0.876	0.501	1.64006441042751e-234
ADAMTS5	2.58974202007845e-238	5.01563571545731	0.136	0.005	6.84934969470349e-234
MEG8	8.46189669259403e-238	2.38398535697563	0.332	0.066	2.23800243725727e-233
RARRES1	1.31765125278563e-237	2.58376744504185	0.418	0.112	3.48492403336742e-233
GPR161	1.48954377565376e-237	3.15578776111275	0.281	0.048	3.93954537784907e-233
DST	3.16783049956743e-237	0.696099267337443	0.749	0.345	8.37827810525593e-233
ADAM33	3.71390973198396e-236	6.11580070443937	0.123	0.003	9.82254845915117e-232
ADH1B	5.73795619471094e-236	4.04895974041759	0.158	0.009	1.51757465437715e-231
MRC2	2.72375846357379e-235	2.82460794558507	0.325	0.067	7.20379638445995e-231
ITM2C	6.03968654575137e-235	1.54708251762914	0.627	0.267	1.59737629762032e-230
PDE1C	1.15445399246144e-234	4.97269926994859	0.151	0.008	3.053299919262e-230
ANXA5	1.36848551033774e-234	0.996114667912129	0.853	0.525	3.61937047774125e-230
MEIS2	1.54766950529264e-234	1.14809553940438	0.775	0.343	4.09327630759798e-230
ZCCHC24	2.33983459808293e-234	2.88215099082571	0.349	0.081	6.18839454500974e-230
CHSY3	2.5779922887253e-234	3.84049846739431	0.228	0.028	6.81827400522068e-230
FOXC1	3.24419213493e-234	2.50343664539077	0.388	0.098	8.58023935846286e-230
PAPPA	1.12358263792175e-233	4.56294735827525	0.209	0.023	2.97165136077544e-229
RPS18	5.688879800491e-233	-1.06911345301346	0.98	0.982	1.50459492963386e-228
CORIN	6.41298257643095e-233	4.36840378973967	0.256	0.04	1.69610563181446e-228
CHRD	7.72458420558901e-232	4.87911378373865	0.137	0.005	2.04299803069418e-227
LGALS3	1.34230878117918e-231	1.28015766060976	0.786	0.438	3.55013826446271e-227
AC083870.1	2.97648330013076e-231	3.43352390781406	0.32	0.067	7.87220303218582e-227
CSMD3	3.66185257253087e-231	5.23445714535741	0.127	0.004	9.68486768382965e-227
FENDRR	3.95215351804768e-231	3.45771984653666	0.195	0.019	1.04526556245325e-226
CTSL	2.5226352657788e-230	1.24231896989903	0.672	0.32	6.67186575093178e-226
COCH	6.60873807497336e-230	3.79198289903793	0.206	0.022	1.74787904606895e-225
RPS6	6.98367338573175e-230	-1.06056941471681	0.971	0.968	1.84704193705833e-225
HAPLN1	6.70842362121214e-229	5.20756708608211	0.121	0.003	1.77424387933819e-224
AC124852.1	6.80635282086022e-228	2.82490622419762	0.367	0.091	1.80014419406111e-223
APOE	1.68306506797005e-227	1.12102021432908	0.566	0.198	4.45137049176718e-223
LAMB1	1.95349991756482e-227	2.75825539552751	0.354	0.083	5.16661658197543e-223
DPYSL2	3.44520031842317e-227	1.16878548880005	0.627	0.229	9.1118658021656e-223
SAMD11	1.40963408369592e-226	4.32226335752612	0.145	0.007	3.72820022455897e-222
FAM92A	1.48201746132413e-226	2.42192740662817	0.329	0.071	3.91963978171005e-222
EFEMP1	1.93679420258987e-226	2.69159076610506	0.359	0.088	5.12243330700969e-222
FKBP7	1.55122959746012e-225	2.39316383488966	0.36	0.086	4.10269203936252e-221
CA4	4.56871667890478e-225	3.52912923850511	0.225	0.029	1.20833418723673e-220
NT5DC2	6.50683720820201e-225	2.40831829191926	0.409	0.119	1.72092830482527e-220
MSC	4.09235734500138e-224	3.64001517496375	0.149	0.008	1.08234667060596e-219
NCKAP5	4.6927443361252e-224	3.31901746159119	0.421	0.13	1.24113702201839e-219
LAMC3	5.53506385320337e-224	4.48902423295213	0.148	0.008	1.46391368789523e-219
STEAP4	1.01555638741419e-223	2.62377522327705	0.497	0.177	2.68594353343305e-219
C1orf54	6.70329403672414e-223	1.07632167034694	0.501	0.155	1.7728872068328e-218
CLVS2	9.52892882363732e-223	3.68225084555343	0.189	0.018	2.5202110952756e-218
FGF10-AS1	2.06487131115201e-222	6.69824049619552	0.108	0.001	5.46117164373484e-218
TNFAIP8L3	7.62902869724488e-221	4.4644287655662	0.134	0.006	2.01772550984733e-216
COL4A5	8.7601254650918e-221	1.79435430428234	0.537	0.2	2.31687798300748e-216
VASN	4.53409073936967e-220	3.17601532343481	0.305	0.064	1.19917631874849e-215
TAGLN2	1.49011306276367e-219	1.006412520627	0.856	0.496	3.94105102839735e-215
CLIP3	1.89358822100866e-219	3.01217668861256	0.185	0.018	5.00816212692369e-215
INHBA	1.9185416998078e-219	2.9855390512335	0.154	0.01	5.07415908765167e-215
LOXL1	1.94090878953385e-219	3.50503130454496	0.197	0.022	5.13331556655914e-215
SH3PXD2B	2.79217884010794e-219	2.01254626677589	0.427	0.125	7.38475459631749e-215
CCL2	3.45910782448307e-219	3.23315382510019	0.377	0.096	9.14864837419283e-215
ST6GAL1	5.48099317742882e-219	-4.46150556427169	0.059	0.491	1.44961307556637e-214
PKDCC	8.28019646547091e-219	3.47727526789193	0.208	0.025	2.18994636118775e-214
NFATC4	3.26645884561137e-217	3.36739234526751	0.209	0.026	8.63913035487294e-213
GATA6	2.63241288677444e-215	3.19918026116137	0.245	0.039	6.96220560294104e-211
KIRREL1	5.09671895308707e-215	3.14187576700609	0.243	0.037	1.34798022871247e-210
CTDSPL	5.23040629841954e-215	1.79266832955086	0.556	0.22	1.383337857806e-210
AC016042.1	7.2752244299312e-215	5.89523612906084	0.105	0.001	1.9241513572282e-210
CD99	1.91427071475491e-214	0.926580499397329	0.911	0.627	5.06286318638379e-210
AC011503.1	2.10233299428157e-214	6.10656183298329	0.12	0.004	5.5602503032759e-210
CD302	2.9456335819172e-214	0.986693173688505	0.697	0.348	7.7906116974546e-210
DPY19L2	8.18245640926754e-214	3.07140446629435	0.379	0.106	2.16409607112308e-209
FSTL1	1.00904763061026e-213	1.36287832472857	0.689	0.321	2.66872917343801e-209
TCEAL1	1.05158162510133e-213	1.81638957295882	0.5	0.186	2.78122308206801e-209
RYR2	4.89854079628205e-213	2.58300159871459	0.241	0.036	1.29556606980068e-208
MAGI2	2.98465637942289e-212	1.68644876834473	0.61	0.255	7.89381919229766e-208
SCN4B	3.19716497081599e-212	3.58274180684995	0.15	0.01	8.45586191481413e-208
HIC1	1.51692869726682e-211	2.88223587751116	0.25	0.041	4.01197301853129e-207
MAP1LC3A	1.69298507187445e-211	1.70446444029199	0.554	0.226	4.47760691809356e-207
GUCY1B1	3.28634921856531e-210	3.15202403707209	0.364	0.102	8.69173641326154e-206
ACVRL1	7.45822745632911e-210	1.93275022125477	0.381	0.097	1.97255199764992e-205
SH3D19	1.12607924803354e-209	1.87644344787648	0.599	0.266	2.97825439519912e-205
AL603840.1	3.80670946584457e-209	5.30456188415644	0.128	0.006	1.00679851952657e-204
ARMC4	4.67590843292938e-209	4.50027569521036	0.154	0.011	1.23668426234116e-204
NUCKS1	9.14367604253161e-209	0.820640976826093	0.919	0.626	2.41831943972876e-204
AC090578.1	1.7151989986978e-208	5.88734602264798	0.123	0.005	4.53635831175594e-204
ALKAL2	2.79486310709682e-208	4.64272062386093	0.121	0.004	7.39185394564967e-204
STRA6	4.99916169410137e-208	4.79120858536933	0.116	0.003	1.32217828485593e-203
RNASE4	7.90521834027806e-208	1.37152996876837	0.615	0.252	2.09077214663674e-203
SEM1	1.34029890055357e-207	0.832160896996035	0.89	0.581	3.5448225321841e-203
P2RX2	1.85381131548438e-207	4.920917507926	0.104	0.002	4.90296016719308e-203
CSRP2	3.59426307732235e-207	1.80952561581598	0.594	0.261	9.50610698690216e-203
RPL37	6.72129318569404e-207	-0.930655120533618	0.976	0.969	1.77764762175236e-202
RPL41	2.57610968732479e-206	-0.787061840484418	0.989	0.993	6.8132949010366e-202
FLNA	4.3087113807964e-206	1.94622102089083	0.568	0.231	1.13956798599303e-201
CCL19	8.45529146123887e-206	3.07034060150085	0.24	0.038	2.23625548566846e-201
CERCAM	1.04213478043861e-205	2.76019682249491	0.298	0.064	2.75623806730404e-201
PRTFDC1	1.10417721100016e-205	2.57663055307693	0.254	0.043	2.92032788765321e-201
CCN1	1.1590041638657e-205	2.17422845039325	0.551	0.231	3.06533421259201e-201
CRTAP	2.47890978476937e-205	1.22731633743085	0.615	0.285	6.55622059875803e-201
ABI3BP	1.2457328906674e-204	3.43852580449646	0.163	0.014	3.29471434923714e-200
PDLIM7	1.47278740182599e-204	2.40330183721476	0.344	0.087	3.89522812034938e-200
PDLIM2	4.25942202731071e-204	1.49295371621242	0.499	0.177	1.12653193778314e-199
PLD5	8.88119480981233e-204	4.47855940339175	0.146	0.01	2.34889840329916e-199
TEX41	1.82127103589578e-203	4.37894024719463	0.155	0.012	4.81689763573717e-199
AC012404.1	1.94058340407472e-203	3.58545948420491	0.217	0.031	5.13245498709681e-199
PDGFRL	2.4290467558584e-203	3.5003177375479	0.209	0.028	6.42434285989429e-199
FRMD6	5.3813709491082e-203	2.36212328963603	0.366	0.099	1.42326498862014e-198
RGS4	5.38673340548095e-203	4.89878890410269	0.105	0.002	1.4246832510816e-198
KIAA0408	1.83598420122425e-202	3.53631598984449	0.168	0.016	4.8558110153979e-198
LMNA	3.21080705324968e-202	1.00833640988232	0.753	0.403	8.49194249443477e-198
TRHDE-AS1	9.0415771792457e-202	4.14475883772661	0.1	0.001	2.3913163323669e-197
PLEKHH2	1.18146134690368e-201	2.44033153975053	0.306	0.067	3.12472897029084e-197
STXBP4	1.29595426569306e-201	2.35095454292765	0.413	0.129	3.427539841905e-197
MYADM	2.38681067148763e-201	1.56743116981571	0.517	0.194	6.31263686395048e-197
ISYNA1	8.27014789737705e-201	2.68621553914972	0.388	0.118	2.18728871589828e-196
SEPTIN4	9.587584537407e-201	3.11970624298293	0.231	0.037	2.5357243584534e-196
LINC00632	1.02072896178282e-200	3.10208785695157	0.133	0.007	2.69962395812319e-196
GLIS1	1.13541082190526e-200	4.67554867743635	0.11	0.003	3.00293454177504e-196
ABCA9	5.17027581010044e-200	5.28371994254331	0.116	0.004	1.36743454625537e-195
AL390755.1	7.78687747293273e-199	3.8521279192025	0.156	0.013	2.05947335404125e-194
DBNDD2	2.2023498596468e-198	2.14762572864742	0.439	0.152	5.82477490879387e-194
PGRMC1	2.31508476173526e-198	1.47797222535016	0.652	0.343	6.12293617783741e-194
RNF112	7.62100196947085e-198	5.52281310780232	0.108	0.003	2.01560260088565e-193
SKP1	7.6880179038194e-198	0.729115918396048	0.917	0.697	2.03332697520216e-193
AC025280.3	3.13420931867481e-197	3.80705178358602	0.177	0.019	8.28935680603113e-193
CAV2	3.44570049035778e-197	1.95031191224191	0.469	0.156	9.11318865689825e-193
LRPAP1	4.48294534440845e-197	1.21759699087871	0.706	0.392	1.18564938468915e-192
HTRA1	4.57194643927742e-197	1.71895154384122	0.44	0.144	1.20918839426009e-192
SPTBN1	6.54309144454812e-197	0.887944196002426	0.786	0.408	1.73051682525409e-192
ZEB1	1.24878438152644e-196	1.12887328414338	0.666	0.267	3.30278493226112e-192
C1QL1	4.70455999052611e-196	3.13860159758464	0.123	0.006	1.24426202629435e-191
MGST1	7.62421081164598e-196	1.48027111026406	0.49	0.169	2.01645127546413e-191
VKORC1	8.46495284907997e-196	1.23545318404181	0.662	0.347	2.23881072952467e-191
ADRA2A	1.07251141321353e-195	4.50628417142472	0.125	0.006	2.83657818566715e-191
EGR1	1.26754017710458e-195	1.5118493530212	0.725	0.392	3.35239026040619e-191
PBX1	1.92886304986411e-195	1.24899204527863	0.736	0.377	5.10145699428059e-191
KLHL13	2.19000206494611e-195	3.39497635676625	0.214	0.031	5.79211746136948e-191
CCND2	2.47100760109126e-195	1.38631319484779	0.582	0.237	6.53532090336617e-191
NFIA	4.19302361074924e-195	0.966975907732591	0.898	0.509	1.10897088457096e-190
CD74	1.29546582759362e-194	-4.30784620881353	0.313	0.634	3.42624802081962e-190
GULP1	1.30429921746564e-193	1.59932107039865	0.567	0.24	3.44961057035313e-189
GXYLT2	1.53655082528308e-193	2.66353118265896	0.2	0.027	4.06386962270869e-189
CRYAB	1.7819758729421e-193	1.68786643279381	0.577	0.238	4.71296978875726e-189
TCEAL9	6.44608160146433e-193	1.28110463517676	0.703	0.371	1.70485966195528e-188
FZD3	2.023488709502e-192	2.89512934759962	0.306	0.074	5.35172293889089e-188
DLG2	2.62034280173248e-192	1.91085787345923	0.578	0.258	6.93028264202206e-188
DACH1	2.72991703272628e-191	1.912355958324	0.609	0.289	7.22008456815445e-187
RTL8C	8.23813721102417e-191	1.44665411770711	0.53	0.225	2.17882252957167e-186
IQGAP2	1.06534719349313e-190	-3.72699846044179	0.082	0.476	2.81763025735062e-186
RAI2	3.22157040817279e-190	2.17674897955952	0.353	0.099	8.52040941553538e-186
PRRX2	5.47516009915667e-190	2.97515206339139	0.162	0.016	1.44807034302496e-185
SMTNL2	7.64758947918002e-190	4.5604361420029	0.111	0.004	2.02263446545353e-185
IFITM2	1.06967645771626e-189	0.93848774912908	0.908	0.6	2.82908029536796e-185
TPT1	1.53663118850806e-189	-0.847148910560608	0.994	0.991	4.06408216736611e-185
HCFC1R1	1.73953456250236e-189	1.75145513387291	0.497	0.201	4.60072101090625e-185
ASPA	6.18414878697531e-189	3.5216558157747	0.117	0.005	1.63558367117923e-184
MAPRE2	2.66256861673894e-188	1.25768654463691	0.607	0.257	7.04196147755115e-184
CCDC151	3.12729819084304e-188	2.59009728629139	0.156	0.014	8.27107825514168e-184
LINC00924	3.6967871082288e-187	3.97031141536568	0.116	0.005	9.77726254384353e-183
EPAS1	4.18072431673112e-187	1.01845034575564	0.73	0.367	1.10571796728905e-182
ARL3	6.94504812871452e-187	1.31026596827449	0.599	0.29	1.83682632908242e-182
LPP	1.21017624057054e-186	1.20126534993098	0.909	0.561	3.20067412106096e-182
RABAC1	1.62692267941129e-186	0.936585595086053	0.831	0.516	4.30288510250698e-182
LINC02208	1.93804941767232e-186	4.21512130931757	0.139	0.01	5.12575309985976e-182
TRABD2B	3.79670726594445e-186	3.37833175348707	0.161	0.016	1.00415313769699e-181
CYP1B1-AS1	3.8946080511703e-186	3.27254331508997	0.205	0.03	1.03004593737352e-181
RPL28	4.33326170993052e-186	-0.937462949039535	0.978	0.959	1.14606105704242e-181
AC009951.6	4.75285933721583e-186	2.70206333205419	0.144	0.012	1.25703623750684e-181
LZTS1	2.02929310234621e-185	4.41517178296252	0.163	0.017	5.36707439708525e-181
SERPINE1	2.77040169952769e-185	1.4316453911096	0.397	0.115	7.32715841491084e-181
SGCB	3.52530180457735e-185	2.185811723708	0.389	0.126	9.32371821274617e-181
CALM2	6.24670248781145e-185	0.737022880277737	0.945	0.756	1.65212787397637e-180
SLC8A1	1.72075178240909e-184	0.805892526024084	0.376	0.097	4.55104431411557e-180
TSPAN3	3.06284590617642e-184	1.3969529207373	0.603	0.296	8.10061485265541e-180
EVA1B	3.67237073147308e-184	1.46545502945513	0.492	0.187	9.7126861106e-180
GPNMB	7.87256126731864e-184	0.691594982110097	0.223	0.035	2.08213500398043e-179
THBS1	2.01106496032107e-183	1.94998372326939	0.402	0.129	5.31886460705718e-179
GPX8	2.8866406010472e-183	2.27989133665751	0.298	0.071	7.63458706164964e-179
ITIH5	6.59580114724454e-183	1.03167323475182	0.47	0.152	1.74445748742323e-178
ACSS3	2.61198515922482e-182	2.21801524810933	0.383	0.12	6.90817834911781e-178
TCF7L2	7.86148398711207e-182	1.37197700732472	0.656	0.329	2.0792052849114e-177
HES4	8.68782933224524e-182	2.15818194562449	0.436	0.16	2.29775710179222e-177
CORO2B	1.34611102795004e-181	3.37657411999464	0.139	0.011	3.56019444672227e-177
ANK2	2.14823720600228e-181	3.62969809640208	0.154	0.015	5.68165776243483e-177
NID2	6.92766373866487e-181	2.99239671657572	0.207	0.032	1.83222850560209e-176
GSTP1	1.62538341052309e-180	0.709458182002578	0.906	0.614	4.29881404415148e-176
TBX5	1.69609811728931e-180	5.04169863751147	0.094	0.002	4.48584030060676e-176
ADAMTS4	3.53573131149365e-180	3.11646398495287	0.228	0.04	9.3513021726384e-176
ESD	6.54352770064742e-180	0.997021533736554	0.716	0.413	1.73063220626723e-175
C1QTNF2	1.9113435786449e-179	4.02384179480096	0.113	0.005	5.05512149680002e-175
AOC3	2.50094853744118e-179	2.66285932379279	0.238	0.044	6.61450869182444e-175
PEBP1	1.7902851154217e-178	0.729079365842573	0.9	0.632	4.73494607326731e-174
PPP1CB	2.04766680854111e-178	0.79595092054747	0.883	0.543	5.41566917522952e-174
DIAPH2	3.34661882503214e-178	1.41617215861754	0.635	0.305	8.851137468445e-174
BSG	4.42191723546797e-178	1.00723020298396	0.787	0.465	1.16950867043657e-173
JAZF1	6.30199938878514e-178	1.54994251021629	0.554	0.234	1.66675279834589e-173
RPL13	1.22908976698515e-177	-0.865871707641379	0.992	0.989	3.25069661572231e-173
FOXS1	1.72274508640118e-177	4.63125023005102	0.108	0.005	4.55631620451383e-173
TRPM3	2.51832265490177e-177	3.84344629127088	0.169	0.02	6.6604597576842e-173
SNAP25	2.54576548098457e-177	3.58002410769659	0.177	0.022	6.733040544108e-173
MAP1A	3.63232513406061e-177	2.50432367238837	0.199	0.029	9.6067735145635e-173
PPIB	3.84179293701404e-177	0.831115883637871	0.906	0.646	1.01607739598147e-172
DGKG	1.7456067427663e-176	3.66264849338955	0.186	0.026	4.61678071326832e-172
CDH20	4.83943927509688e-176	4.54047679932301	0.113	0.006	1.27993489947762e-171
WSB1	1.81690923548999e-175	1.14824189867665	0.823	0.529	4.80536154602392e-171
LINC02202	4.12850402279639e-175	2.61049511318701	0.236	0.044	1.09190674394919e-170
NENF	2.09088281161968e-174	0.966882090808996	0.726	0.413	5.52996686017173e-170
EMP3	4.67525026339063e-174	0.966253100843535	0.617	0.256	1.23651018966155e-169
PLCB4	5.69811598705199e-174	1.496224398508	0.6	0.278	1.50703771625551e-169
EIF1B	1.37702439685396e-173	0.999882365014694	0.714	0.401	3.64195412479935e-169
TUBB6	3.86524676225328e-173	1.6222350433992	0.399	0.126	1.02228046368075e-168
PKNOX2	3.98649810354208e-173	3.38383549894516	0.26	0.058	1.05434901842481e-168
S100A10	1.07403619713278e-172	-2.561399244587	0.285	0.61	2.84061093417677e-168
LPL	3.11130838229957e-172	3.79896260520609	0.146	0.014	8.2287884095059e-168
ANTXR1	3.72656520520763e-172	1.25929329760334	0.391	0.119	9.85601965473313e-168
RPL36A	4.66861944472289e-172	-1.01214721804126	0.948	0.925	1.23475647074031e-167
RBPMS2	9.53517585062355e-172	3.11916909565759	0.161	0.018	2.52186330897292e-167
GLI2	2.69651705327013e-171	5.45997982690514	0.108	0.005	7.13174830248884e-167
KHDRBS3	3.27124268981506e-171	2.28632951473663	0.35	0.104	8.65178266602288e-167
RPL11	3.34221664501475e-171	-0.864230594602203	0.978	0.97	8.83949458273501e-167
RPS15	6.2623727924673e-171	-0.792694825137543	0.982	0.963	1.65627235615175e-166
SLC35F4	7.9546842596511e-171	4.39540921067626	0.102	0.004	2.10385489299252e-166
FOXC2	1.0773658906636e-170	4.7041882498803	0.109	0.006	2.84941730762708e-166
HLA-DRB1	1.73793354032111e-170	-4.84490284217356	0.1	0.458	4.59648662744128e-166
CNR1	2.06917114031762e-170	3.54590113980615	0.138	0.012	5.47254383191203e-166
CMTM5	2.52872714301791e-170	4.75352366605901	0.09	0.002	6.68797754785376e-166
ST5	2.5638259688537e-170	2.18489676494254	0.385	0.125	6.78080692242425e-166
CCL26	2.73867032934491e-170	4.38039368342789	0.098	0.003	7.24323528705142e-166
SLC39A11	5.50693576412308e-170	1.80974153560794	0.498	0.202	1.45647437089527e-165
TBX3	7.56226196151017e-170	0.893580174271817	0.687	0.304	2.00006704358021e-165
BEX3	9.95429055515059e-170	0.829017698933282	0.773	0.43	2.63271076602623e-165
PEMT	1.5230147069077e-169	2.48577713745095	0.423	0.166	4.02806929682948e-165
RNF150	1.54182974216009e-169	2.33409245480046	0.394	0.135	4.07783130206499e-165
AFF2	1.76843934954203e-169	3.69453897722378	0.181	0.025	4.67716839166875e-165
MORF4L2	2.44103727746359e-169	0.973916406776493	0.83	0.55	6.4560553914357e-165
ASAP1	4.58342126194256e-169	1.18956513029837	0.728	0.39	1.21222325535857e-164
PSIP1	5.88613360568132e-169	1.10905769850143	0.665	0.351	1.5567646160306e-164
RPL27A	6.65847086427175e-169	-0.949659172568852	0.964	0.946	1.76103237418259e-164
ISCU	9.97694545166648e-169	0.904300095623497	0.757	0.471	2.63870253305675e-164
RPS19	1.02688025526116e-168	-1.04752341943077	0.971	0.956	2.71589289911472e-164
RPS24	3.35007512344331e-168	-0.802045292096152	0.977	0.976	8.86027868648287e-164
ITGA11	1.15365070552612e-167	2.37928296194346	0.156	0.018	3.05117538597547e-163
TRPC6	9.15618055717454e-167	4.30001944178657	0.142	0.014	2.42162663376152e-162
