p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
MFAP2	4.42427025842619e-19	-2.86987358516263	0.073	0.357	1.17013099794856e-14	0	MFAP2
PAWR	4.44620784310692e-19	1.25414234987959	0.552	0.283	1.17593305034492e-14	0	PAWR
NTRK3	4.80741435745888e-19	-2.22441320676979	0.133	0.44	1.27146494926073e-14	0	NTRK3
RHOBTB3	4.97265501952291e-19	-1.37933119389689	0.31	0.61	1.31516779956342e-14	0	RHOBTB3
MAST4	5.59458159280787e-19	-2.17404576824723	0.109	0.413	1.47965493966582e-14	0	MAST4
MT1F	5.79920815860334e-19	2.26780174092498	0.258	0.076	1.53377457378741e-14	0	MT1F
RPL7A	6.55092258708071e-19	0.430391742329048	0.996	0.969	1.73258800583111e-14	0	RPL7A
MYH9	7.91863243729337e-19	0.888685040415484	0.758	0.568	2.09431990701535e-14	0	MYH9
RPS9	8.81802567454112e-19	0.440212767995483	0.988	0.968	2.33219143040264e-14	0	RPS9
OLFML3	9.17726933608968e-19	-1.56194868085818	0.246	0.546	2.427204194009e-14	0	OLFML3
EYA1	1.08859609925913e-18	-2.0860347652161	0.129	0.432	2.87911896332055e-14	0	EYA1
SERPINE2	1.33004836747588e-18	-2.15600003972756	0.129	0.423	3.5177119223002e-14	0	SERPINE2
HIF3A	1.40209426605365e-18	-3.67817528625664	0.028	0.298	3.7082589148587e-14	0	HIF3A
EDNRB	1.41946714733275e-18	0.850792179472517	0.726	0.448	3.75420671126566e-14	0	EDNRB
TTC3	1.69928571562283e-18	-1.13566636657653	0.427	0.72	4.49427086067927e-14	0	TTC3
CYGB	1.8344943559017e-18	-1.2697021194646	0.206	0.53	4.85187067248881e-14	0	CYGB
MYC	2.02389729125045e-18	1.55803992882857	0.464	0.225	5.3528035558992e-14	0	MYC
RPRM	2.38855061702672e-18	-4.66771254661248	0.008	0.262	6.31723867191226e-14	0	RPRM
TRNP1	2.56616954051179e-18	1.64324480991205	0.359	0.14	6.78700520074558e-14	0	TRNP1
RPS16	3.50706900955882e-18	0.432685310073557	0.992	0.95	9.27549611648116e-14	0	RPS16
RPL12	4.06730415331274e-18	0.462970771791103	0.976	0.97	1.07572060246815e-13	0	RPL12
HS3ST3A1	4.45158688198351e-18	-3.91436513755971	0.012	0.266	1.177355698547e-13	0	HS3ST3A1
JAZF1	4.4519165708912e-18	-1.55452755894938	0.315	0.599	1.1774428946693e-13	0	JAZF1
RND3	5.02745435375084e-18	-1.11919728705459	0.367	0.666	1.32966112748002e-13	0	RND3
BICC1	5.096406212082e-18	-1.52344407540913	0.222	0.531	1.34789751497145e-13	0	BICC1
SPRY2	5.18419500105179e-18	-1.50490503270959	0.282	0.57	1.37111589387818e-13	0	SPRY2
CTTNBP2	5.3209612721782e-18	-4.86117940875079	0.008	0.257	1.40728783726569e-13	0	CTTNBP2
CGNL1	5.6338481479397e-18	-2.99756129272384	0.056	0.326	1.49004015816709e-13	0	CGNL1
PID1	6.38536797405158e-18	-1.37173137036804	0.399	0.665	1.68880212177716e-13	0	PID1
SPON2	6.6151723143683e-18	-2.04407623094352	0.173	0.469	1.74958077370413e-13	0	SPON2
FMNL2	1.21788272840548e-17	-1.93284705128531	0.137	0.432	3.22105624008682e-13	0	FMNL2
CHD9	1.45282924809582e-17	-0.849404306185031	0.556	0.812	3.84244279536383e-13	0	CHD9
LINC02456	1.47833505987895e-17	-7.00147525579432	0	0.238	3.90990056636784e-13	0	LINC02456
C3	1.52210339711057e-17	-5.28100460078473	0.02	0.269	4.02565906467803e-13	0	C3
RARRES1	1.66899691776325e-17	-2.58971146314742	0.177	0.463	4.41416304810023e-13	0	RARRES1
CCL2	1.70063323323664e-17	1.46589315321539	0.589	0.337	4.49783477526427e-13	0	CCL2
TEX41	1.75883454540122e-17	1.43697693820532	0.335	0.122	4.65176560567714e-13	0	TEX41
RPL32	1.87144580886834e-17	0.391530011623908	0.996	0.975	4.94959987529498e-13	0	RPL32
RPS2	2.1244946628431e-17	0.495197029939376	0.992	0.962	5.61886348428744e-13	0	RPS2
IL34	2.15720771143173e-17	1.16473482138126	0.552	0.32	5.70538295519464e-13	0	IL34
VIM	2.24600342968371e-17	0.450982295615563	0.996	0.983	5.94022987082747e-13	0	VIM
RPS18	2.68794228002964e-17	0.403726300499964	0.992	0.977	7.10906974222238e-13	0	RPS18
ECHDC2	2.72860305366683e-17	-1.18780593046841	0.274	0.579	7.21660935633802e-13	0	ECHDC2
RALGAPA2	2.75543798401354e-17	-2.22861799029911	0.097	0.385	7.287582380119e-13	0	RALGAPA2
LINC00472	3.09466855387145e-17	-1.53315169090412	0.21	0.518	8.1847793912792e-13	0	LINC00472
DLGAP1	4.30572756526993e-17	-0.822561656159108	0.109	0.402	1.13877882646259e-12	0	DLGAP1
MFAP4	4.73151468482297e-17	-1.3945475531489	0.355	0.62	1.25139100384198e-12	0	MFAP4
RABGAP1L	5.00844016545693e-17	-1.61848723619525	0.194	0.497	1.32463225496005e-12	0	RABGAP1L
SULF1	6.3180374761327e-17	-2.21687991789932	0.145	0.423	1.67099455168758e-12	0	SULF1
CDC42EP3	7.63129406225879e-17	-2.01075963282415	0.157	0.432	2.0183246535862e-12	0	CDC42EP3
GAPDH	7.6737273324621e-17	0.458687035697412	0.976	0.936	2.02954740488958e-12	0	GAPDH
DPYSL3	8.17955593287828e-17	-2.47976158808867	0.06	0.327	2.16332895312765e-12	0	DPYSL3
NME2	1.17097993193054e-16	0.496227897868012	0.931	0.906	3.0970077239699e-12	0	NME2
INPP4B	1.17598903823896e-16	0.837898857567543	0.706	0.456	3.1102558083344e-12	0	INPP4B
ART4	1.38106727550549e-16	2.55484007341395	0.137	0.023	3.65264673025692e-12	0	ART4
GSN	2.05590280864346e-16	-1.18004429193641	0.81	0.901	5.43745174830021e-12	0	GSN
ITM2A	2.11306888304106e-16	-6.67101411933744	0	0.224	5.58864458186701e-12	0	ITM2A
CLVS2	2.11306960060701e-16	-6.49785299340288	0	0.224	5.58864647968542e-12	0	CLVS2
CHST15	2.17895540688096e-16	1.39107942014779	0.286	0.098	5.76290126011877e-12	0	CHST15
C1S	2.23918254376911e-16	0.63379263571848	0.919	0.777	5.92218999176054e-12	0	C1S
RAMP2	2.30871298868098e-16	-1.80700889493229	0.137	0.418	6.10608411246346e-12	0	RAMP2
ASTN2	2.35167012759915e-16	-3.17056570674261	0.04	0.286	6.21969715347423e-12	0	ASTN2
ADGRL2	2.41248125664336e-16	-1.19088593466554	0.548	0.767	6.38053042757035e-12	0	ADGRL2
PDGFA	2.66021740525957e-16	1.15142831534715	0.399	0.168	7.0357429934305e-12	0	PDGFA
ZNF804A	2.8804849382404e-16	-3.92329206052481	0.016	0.252	7.61830656465822e-12	0	ZNF804A
NET1	2.92627789074284e-16	-4.27203924071234	0.012	0.242	7.73941976543666e-12	0	NET1
NUCB2	3.66574540379313e-16	-1.33912751284904	0.359	0.614	9.69516344395207e-12	0	NUCB2
SYNE1	3.7451499753403e-16	-1.29695334250887	0.536	0.752	9.90517265478004e-12	0	SYNE1
COL4A3	4.11343511004026e-16	-2.9872310444927	0.02	0.26	1.08792131790345e-11	0	COL4A3
FGF13	4.14559813439638e-16	-2.03355379281729	0.25	0.515	1.09642779458515e-11	0	FGF13
SEC62	4.61288171172126e-16	-0.683814127638929	0.774	0.878	1.22001495511604e-11	0	SEC62
AGT	4.6206416797479e-16	1.61554119047442	0.327	0.128	1.22206731145972e-11	0	AGT
FAU	5.11623750056601e-16	0.3830941446628	0.988	0.952	1.3531424941497e-11	0	FAU
ELN	5.45944256442529e-16	-2.55144964456706	0.077	0.333	1.4439133694392e-11	0	ELN
SGCG	6.00278015610682e-16	-5.7779464653188	0.004	0.225	1.58761529568713e-11	0	SGCG
OTULINL	6.09501122744406e-16	-1.74226452023605	0.113	0.392	1.6120085694344e-11	0	OTULINL
MSC	6.69419075789565e-16	1.80337350248536	0.306	0.12	1.77047957164824e-11	0	MSC
NLGN4Y	6.90288318123076e-16	-2.33465346237614	0.056	0.312	1.82567454377191e-11	0	NLGN4Y
RPS27	6.94562390630122e-16	0.338999427707339	1	0.989	1.83697861073855e-11	0	RPS27
FRZB	7.26288817636516e-16	0.892675578914061	0.718	0.546	1.92088866488506e-11	0	FRZB
FAM184A	8.81055644849602e-16	-3.5580384589366	0.02	0.252	2.33021596949823e-11	0	FAM184A
SSTR2	8.88906932602411e-16	1.4163708152407	0.46	0.242	2.35098105534686e-11	0	SSTR2
CRISPLD2	9.80704131298875e-16	-0.820612150545095	0.798	0.915	2.59376628645926e-11	0	CRISPLD2
FENDRR	1.03594049583172e-15	-4.70880171359673	0.008	0.229	2.73985542337572e-11	0	FENDRR
RPL35	1.10953921164587e-15	0.419164457054479	0.98	0.96	2.934509306961e-11	0	RPL35
ZNF483	1.12042807081664e-15	-2.13449622630426	0.073	0.332	2.96330816169584e-11	0	ZNF483
RPL3	1.16374086101293e-15	0.403934543146399	0.996	0.974	3.077861829207e-11	0	RPL3
LINC01197	1.21467826596507e-15	1.42440814733817	0.379	0.168	3.21258107782441e-11	0	LINC01197
STEAP2	1.2220251144926e-15	-2.60792560448091	0.056	0.303	3.23201202281002e-11	0	STEAP2
RPL10A	1.24062896804693e-15	0.417450684535797	0.988	0.961	3.28121549469053e-11	0	RPL10A
SEMA3D	1.25273932551155e-15	-4.27391049894409	0.008	0.229	3.31324496811296e-11	0	SEMA3D
RPS4X	1.3737718432148e-15	0.40759038578251	0.996	0.966	3.6333517709345e-11	0	RPS4X
CHRDL1	1.41259388973429e-15	-2.83568638615704	0.04	0.281	3.73602831956926e-11	0	CHRDL1
PSME1	1.65461429967574e-15	0.733594429966717	0.851	0.772	4.37612389978240e-11	0	PSME1
SSX2IP	1.69983309626256e-15	-3.23619662257512	0.032	0.266	4.49571857299523e-11	0	SSX2IP
PLCL2	1.75894036976395e-15	-2.20365755675443	0.069	0.32	4.6520454899517e-11	0	PLCL2
LINC02381	1.77816650795466e-15	0.603761937099518	0.145	0.029	4.70289478023849e-11	0	LINC02381
SERPINF1	1.81057743016625e-15	-1.45344335730951	0.605	0.709	4.78861518730369e-11	0	SERPINF1
COG5	1.81093109205003e-15	-1.55229771656592	0.121	0.396	4.78955055225392e-11	0	COG5
CARD16	1.85875735778964e-15	2.08812087825445	0.226	0.069	4.91604145988203e-11	0	CARD16
RPS5	1.98543094083521e-15	0.436010075533346	0.984	0.944	5.25106775232096e-11	0	RPS5
RPL21	1.98741048053466e-15	0.375310249553051	0.996	0.972	5.25630323891806e-11	0	RPL21
IL32	2.22474397794273e-15	1.36531692225401	0.544	0.34	5.88400287286294e-11	0	IL32
ECM1	2.31704281553184e-15	-1.42867405538862	0.286	0.552	6.12811483851861e-11	0	ECM1
SESN3	2.57154875538962e-15	-1.98879642122094	0.117	0.379	6.80123214825447e-11	0	SESN3
LMOD1	2.97718192265914e-15	0.851538664491164	0.698	0.488	7.87405074904888e-11	0	LMOD1
CRYBG3	3.02799123824064e-15	-1.51027257403806	0.157	0.438	8.00843122689886e-11	0	CRYBG3
PGF	3.11985159386573e-15	-1.28644891723789	0.44	0.691	8.25138349545609e-11	0	PGF
LINC01482	3.12983334160961e-15	-6.05491548533664	0.004	0.216	8.2777832218891e-11	0	LINC01482
KRT18	3.32657110247831e-15	1.46725839506951	0.44	0.217	8.79811525183464e-11	0	KRT18
SPATA6	3.80996135117212e-15	-1.38419399746809	0.274	0.544	1.007658578158e-10	0	SPATA6
CYTOR	3.88937872700265e-15	1.30598663136386	0.488	0.263	1.02866288571766e-10	0	CYTOR
SH3D19	4.44418213052947e-15	-1.30786219463799	0.391	0.638	1.17539728988243e-10	0	SH3D19
SORBS2	4.63881001290665e-15	0.829077237698666	0.427	0.193	1.22687247221355e-10	0	SORBS2
NFIC	4.96625202297042e-15	-0.945569427910041	0.508	0.724	1.31347433503522e-10	0	NFIC
RERE	5.13747680018525e-15	-0.348019990101538	0.371	0.651	1.358759864113e-10	0	RERE
TOX2	5.14760146802453e-15	-2.46954932676734	0.044	0.285	1.36143763626313e-10	0	TOX2
WWP1	5.78315855115312e-15	-1.47378179221106	0.173	0.455	1.52952977360898e-10	0	WWP1
RPL37	6.08999022736896e-15	0.376363713573613	1	0.971	1.61068061533454e-10	0	RPL37
BTF3	6.38476615353901e-15	0.466321336019162	0.935	0.899	1.688642952288e-10	0	BTF3
AHI1	6.91006838523292e-15	-1.04497368721658	0.371	0.645	1.8275748865264e-10	0	AHI1
RGS2	7.13713344758985e-15	-1.25465465202867	0.319	0.587	1.88762905421856e-10	0	RGS2
C7	7.44016565505597e-15	-1.22322194091041	0.69	0.768	1.9677750124492e-10	0	C7
FHL1	8.01559017601354e-15	1.47625511408585	0.54	0.353	2.11996328975206e-10	0	FHL1
HMOX2	9.32978084717565e-15	0.940163614243969	0.617	0.431	2.46754043846102e-10	0	HMOX2
MYH10	9.45719873177831e-15	-2.07416626980113	0.081	0.329	2.50123992058073e-10	0	MYH10
ADAMTS1	1.06976534409651e-14	0.667970143980668	0.718	0.494	2.82931538206646e-10	0	ADAMTS1
CD99	1.14424706150314e-14	0.489190576755227	0.956	0.903	3.02630462826349e-10	0	CD99
CDH10	1.17898326314847e-14	-1.75468250031569	0.105	0.365	3.11817493437507e-10	0	CDH10
PCDH18	1.24949872257991e-14	-1.44814854077897	0.133	0.405	3.30467422147935e-10	0	PCDH18
TBL1X	1.39639342381386e-14	-1.53979164985731	0.194	0.469	3.6931813273029e-10	0	TBL1X
COL4A5	1.42962197816323e-14	-1.28699475053901	0.298	0.581	3.78106420784611e-10	0	COL4A5
CA8	1.43051780744779e-14	-5.85001784136922	0.004	0.207	3.78343349713792e-10	0	CA8
GMDS	1.48117969185339e-14	-1.64255207169916	0.185	0.446	3.91742404901385e-10	0	GMDS
PAPPA	1.48266611545452e-14	-3.56393406310551	0.024	0.243	3.92135534215412e-10	0	PAPPA
TXNIP	1.49965259527287e-14	0.509389953515627	0.94	0.864	3.96628118397769e-10	0	TXNIP
C20orf27	1.56723918202236e-14	1.14164695750435	0.492	0.275	4.14503418861273e-10	0	C20orf27
PPP3CA	1.59609724605177e-14	-1.11926461633461	0.423	0.66	4.22135799635772e-10	0	PPP3CA
GXYLT2	1.6510544627266e-14	-3.55834586783979	0.02	0.234	4.36670884301931e-10	0	GXYLT2
RPL23A	1.66843146513779e-14	0.367590585098427	0.992	0.962	4.41266753899643e-10	0	RPL23A
CACHD1	1.68766369653677e-14	-1.42132887336375	0.161	0.435	4.46353294460045e-10	0	CACHD1
RACK1	1.70812290783027e-14	0.433297736832479	0.98	0.956	4.51764346662949e-10	0	RACK1
ESRRG	1.76718010768411e-14	-3.95212970454645	0.02	0.234	4.67383794880294e-10	0	ESRRG
CD24	1.88993614154994e-14	-3.86949838513892	0.02	0.233	4.99850310717127e-10	0	CD24
DOK6	1.90558852877204e-14	-1.67266108210909	0.161	0.425	5.0399005408963e-10	0	DOK6
SERPINA3	2.01058391266197e-14	-2.94723805631452	0.056	0.287	5.31759233220838e-10	0	SERPINA3
NLGN1	2.12255397505893e-14	-2.25850386857364	0.125	0.368	5.61373075323585e-10	0	NLGN1
SLC44A1	2.13144396268982e-14	-1.5722141238689	0.133	0.397	5.63724299252203e-10	0	SLC44A1
ANO1	2.49119324826669e-14	1.15419484074021	0.387	0.174	6.58870790301575e-10	0	ANO1
FAM114A1	2.51462523774496e-14	-1.16872960348087	0.234	0.514	6.65068082878786e-10	0	FAM114A1
PGRMC1	2.56417289812336e-14	-0.946259457068069	0.452	0.69	6.78172448095665e-10	0	PGRMC1
EFHD1	2.74531941700556e-14	0.933792767095272	0.593	0.376	7.26082079409631e-10	0	EFHD1
SOX6	2.74537921492947e-14	0.767113268682664	0.431	0.203	7.26097894764546e-10	0	SOX6
EIF4EBP1	3.05228435501075e-14	1.53878673972147	0.367	0.176	8.07268166213243e-10	0	EIF4EBP1
LAMA4	3.06503527349969e-14	0.870041074820736	0.629	0.444	8.10640529135199e-10	0	LAMA4
CDK14	3.07137739662554e-14	-1.37253340434096	0.218	0.491	8.12317893859523e-10	0	CDK14
NAALAD2	3.23640045553713e-14	-2.33704311831857	0.065	0.297	8.5596319248046e-10	0	NAALAD2
DKK3	3.32991123830906e-14	-0.905669970821361	0.484	0.706	8.80694924307979e-10	0	DKK3
MBD5	3.34420071241196e-14	-1.12463874788063	0.395	0.669	8.84474204418716e-10	0	MBD5
RASGRF2	3.50551292214228e-14	-4.61168042162243	0.012	0.215	9.2713805764819e-10	0	RASGRF2
TCF12	3.57584438455561e-14	-0.844168706564823	0.472	0.73	9.45739322827267e-10	0	TCF12
HACD3	4.01029334900975e-14	-1.53601205127965	0.157	0.422	1.0606423849461e-09	0	HACD3
LAMA2	4.10755707199369e-14	-0.895758933597419	0.73	0.863	1.08636669440089e-09	0	LAMA2
RPS28	4.76950215778401e-14	0.357791754643003	0.996	0.977	1.26143793069072e-09	0	RPS28
CRIP2	4.96529881637498e-14	1.06546763555723	0.504	0.28	1.31322223095485e-09	0	CRIP2
GLT8D2	5.44955642544112e-14	-1.32182810015079	0.165	0.434	1.44129868340067e-09	0	GLT8D2
EBF1	5.83440794613958e-14	0.425937520924071	0.855	0.626	1.543084213595e-09	0	EBF1
SNAP25	6.04981287323626e-14	-3.45017686406321	0.008	0.208	1.60005450871353e-09	0	SNAP25
LDHA	6.06936922615002e-14	0.752302582048157	0.806	0.7	1.60522677293216e-09	0	LDHA
CD151	6.24288398261811e-14	0.870688710891033	0.685	0.549	1.65111795572284e-09	0	CD151
CCDC80	7.00868752607669e-14	-1.15984777365308	0.69	0.786	1.85365767689676e-09	0	CCDC80
CDH13	7.41643070385138e-14	1.26204822199468	0.238	0.079	1.96149759255461e-09	0	CDH13
ID4	7.69046127054823e-14	0.88172178427157	0.637	0.415	2.0339731968346e-09	0	ID4
PEMT	7.82151471226277e-14	-1.72190125370976	0.226	0.46	2.06863421109926e-09	0	PEMT
PAK1	8.95028083059268e-14	-2.34891478587058	0.056	0.28	2.36717027407515e-09	0	PAK1
PIEZO2	9.14662420208751e-14	-4.12342966831306	0.024	0.226	2.4190991689681e-09	0	PIEZO2
CD59	9.34323582205927e-14	0.715708240008853	0.911	0.869	2.47109901021824e-09	0	CD59
MEG3	9.57100985199534e-14	-1.19160803351724	0.367	0.62	2.53134068565573e-09	0	MEG3
CX3CL1	9.90874734684019e-14	-3.9874384609079	0.012	0.211	2.62066549829229e-09	0	CX3CL1
S100A6	1.10485573904501e-13	0.415062221982855	0.996	0.965	2.92212245862623e-09	0	S100A6
LINC01473	1.11453285208829e-13	-1.5469017744428	0.137	0.388	2.94771648720311e-09	0	LINC01473
TTC28	1.12687339866516e-13	-1.00271855740258	0.427	0.683	2.98035476478961e-09	0	TTC28
PIAS1	1.14508552797152e-13	-1.04101292665073	0.343	0.608	3.02852220437907e-09	0	PIAS1
PRICKLE2	1.16308391726277e-13	-1.33512813127929	0.185	0.459	3.07612434437658e-09	0	PRICKLE2
ARID1B	1.21707261300774e-13	-0.969649282121085	0.532	0.773	3.21891364688287e-09	0	ARID1B
LRRK1	1.26051470292356e-13	-1.92199957307105	0.065	0.295	3.33380928629224e-09	0	LRRK1
PDZRN4	1.26655654887056e-13	-1.35990563559864	0.282	0.543	3.34978876045286e-09	0	PDZRN4
FLNA	1.30439543745541e-13	0.615349229035474	0.73	0.537	3.44986505298208e-09	0	FLNA
COL8A1	1.33567742392288e-13	-2.60890577504599	0.044	0.263	3.53259965079124e-09	0	COL8A1
ETV1	1.34379605399613e-13	-1.75623144492475	0.101	0.34	3.55407180360896e-09	0	ETV1
SRPX	1.38770426666329e-13	-1.44542341491252	0.181	0.438	3.67020024447107e-09	0	SRPX
LRIG1	1.45967140486537e-13	-2.13493426828736	0.056	0.285	3.86053893158792e-09	0	LRIG1
RPS10	1.46042833349911e-13	0.485021050249968	0.919	0.868	3.86254085643844e-09	0	RPS10
LRRN4CL	1.50591505751342e-13	-4.47357668375353	0.008	0.201	3.98284414411149e-09	0	LRRN4CL
THSD4	1.52338845996435e-13	-2.50804457576244	0.077	0.305	4.02905779891371e-09	0	THSD4
PDPN	1.65287756240234e-13	-4.97932873006678	0.004	0.194	4.3715305770417e-09	0	PDPN
AL591501.1	1.69524638774124e-13	-3.33121773452614	0.008	0.203	4.48358764629804e-09	0	AL591501.1
GNG2	1.73738468617259e-13	-3.14693768958002	0.032	0.24	4.59503501798927e-09	0	GNG2
TENM1	1.77427578993296e-13	-5.0827194345187	0.004	0.194	4.6926046092147e-09	0	TENM1
PSMD8	1.7789983527002e-13	0.830534405107721	0.77	0.68	4.70509484322149e-09	0	PSMD8
C1R	2.25767753617416e-13	0.550317078463978	0.948	0.822	5.97110554767342e-09	0	C1R
PDCD4	2.28095248339623e-13	-1.16226071550188	0.23	0.485	6.03266312808634e-09	0	PDCD4
NDNF	2.33567025578573e-13	-4.24094160465949	0.012	0.206	6.17738069250211e-09	0	NDNF
CAVIN2	2.54719643557367e-13	2.1007647478542	0.23	0.082	6.73682513280524e-09	0	CAVIN2
TARID	2.64764050805494e-13	-2.51117582779157	0.036	0.248	7.0024796157037e-09	0	TARID
SMOC2	2.86373492821372e-13	1.11939160252789	0.468	0.254	7.57400613813966e-09	0	SMOC2
PPFIBP1	2.92784526787316e-13	-0.990505401382462	0.335	0.614	7.74356516447092e-09	0	PPFIBP1
AC079298.3	3.1832501822374e-13	-4.71236174647863	0.008	0.197	8.41906008198148e-09	0	AC079298.3
MEG8	3.21050864208433e-13	-2.10744404803574	0.133	0.37	8.49115325658463e-09	0	MEG8
RPL41	3.7425074214816e-13	0.323586259178998	1	0.987	9.89818362833453e-09	0	RPL41
SOCS2	3.84987459167479e-13	-1.08670253255924	0.315	0.574	1.01821483200615e-08	0	SOCS2
COL16A1	3.99633926709808e-13	-2.15745031566179	0.065	0.288	1.0569518093621e-08	0	COL16A1
BMERB1	4.00743042824386e-13	-1.26336970819514	0.218	0.473	1.05988519966193e-08	0	BMERB1
CES1	4.02126520291415e-13	-2.41354874665132	0.077	0.297	1.06354422086674e-08	0	CES1
SEPTIN4	4.11018338791854e-13	1.33514048798262	0.395	0.201	1.0870613024367e-08	0	SEPTIN4
RAPGEF5	4.88780276046403e-13	0.8851379655481	0.544	0.312	1.29272607408753e-08	0	RAPGEF5
SHISA6	5.3364309538501e-13	-2.24679963120977	0.044	0.26	1.41137925867427e-08	0	SHISA6
INAFM1	5.48411688221267e-13	1.1760722827698	0.569	0.386	1.45043923300761e-08	0	INAFM1
ACTN4	5.56744044115812e-13	0.984974510170518	0.617	0.438	1.4724766478775e-08	0	ACTN4
SYNDIG1	5.59128805423244e-13	-6.30018015480361	0	0.18	1.4787838645834e-08	0	SYNDIG1
BOC	5.85131553801417e-13	-2.01947848645782	0.056	0.276	1.54755593349399e-08	0	BOC
RPS3	5.90311092138976e-13	0.36688640865126	0.992	0.95	1.56125477648916e-08	0	RPS3
DSTN	6.56334582010535e-13	0.304225957702749	0.952	0.909	1.73587370250146e-08	0	DSTN
PLCXD3	6.74731893289336e-13	2.95931497066915	0.125	0.026	1.78453091137164e-08	0	PLCXD3
C12orf75	7.24570855240688e-13	1.626252570456	0.298	0.13	1.91634499794057e-08	0	C12orf75
SORBS3	8.43843273397705e-13	1.15864140231056	0.56	0.383	2.23179668948225e-08	0	SORBS3
ELMO1	8.45534557195574e-13	-3.35045891794999	0.036	0.232	2.23626979687085e-08	0	ELMO1
FOCAD	9.06019985845651e-13	-2.20616771355383	0.085	0.304	2.39624165856458e-08	0	FOCAD
OPHN1	1.00908013968286e-12	-1.68498804138873	0.153	0.395	2.66881515343322e-08	0	OPHN1
LINC01725	1.036664710372e-12	-1.87795024191911	0.121	0.352	2.74177082599186e-08	0	LINC01725
SMARCA2	1.07930160834693e-12	-1.1736409044716	0.294	0.551	2.85453689375597e-08	0	SMARCA2
PHACTR1	1.11024278956717e-12	-3.99133673934036	0.016	0.203	2.93637012984724e-08	0	PHACTR1
ATP2B1	1.20515374878733e-12	-1.2335356731127	0.218	0.467	3.18739063479274e-08	0	ATP2B1
RPS27L	1.21207353219112e-12	0.591020790315964	0.899	0.829	3.20569207793907e-08	0	RPS27L
RPL37A	1.2391122847072e-12	0.311371894240983	0.988	0.974	3.27720417059359e-08	0	RPL37A
CRIM1	1.27440194147272e-12	0.722340986026933	0.645	0.442	3.37053825480706e-08	0	CRIM1
ITGB1	1.31552796450793e-12	0.441788885542994	0.968	0.937	3.47930836053057e-08	0	ITGB1
REM1	1.32413552998982e-12	1.50588139603835	0.331	0.155	3.50207364971707e-08	0	REM1
NAALADL2	1.36937429311176e-12	-1.27334777089452	0.363	0.586	3.62172113042199e-08	0	NAALADL2
ROBO1	1.38571688385937e-12	-1.57491619549628	0.194	0.435	3.66494401443126e-08	0	ROBO1
OMD	1.40136880512223e-12	-2.06548116763608	0.028	0.225	3.70634021578726e-08	0	OMD
ABCA6	1.54991664196862e-12	-1.83514878193025	0.085	0.308	4.0992195346786e-08	0	ABCA6
STK33	1.62433027050711e-12	-3.56773289936352	0.016	0.202	4.29602869943722e-08	0	STK33
SKIL	1.65851901012481e-12	-1.16659582940683	0.258	0.505	4.3864510779781e-08	0	SKIL
TFDP2	1.66333127965229e-12	-1.22670779784876	0.343	0.571	4.39917856842438e-08	0	TFDP2
RPL11	1.85835247019358e-12	0.344371776036243	0.992	0.976	4.91497061316799e-08	0	RPL11
AC012404.1	2.0486690083062e-12	-2.36461556942972	0.044	0.249	5.41831979316824e-08	0	AC012404.1
ARL6IP5	2.25006974987883e-12	-0.779984124503163	0.56	0.743	5.95098447447953e-08	0	ARL6IP5
ADGRD1	2.31427481954338e-12	-4.49412051246943	0.012	0.191	6.12079404272834e-08	0	ADGRD1
PLEKHA6	2.32862024030291e-12	-3.36121015308617	0.012	0.195	6.15873481155313e-08	0	PLEKHA6
HSPG2	2.34869775403914e-12	-3.15050961509389	0.024	0.212	6.21183581988272e-08	0	HSPG2
TMSB10	2.42179482847774e-12	0.497536107376456	0.984	0.95	6.40516296235792e-08	0	TMSB10
ST3GAL1	2.47195892786573e-12	-1.62833293089096	0.105	0.338	6.53783697241927e-08	0	ST3GAL1
TPM4	2.49910357001262e-12	0.638195353130055	0.831	0.777	6.60962912196938e-08	0	TPM4
DLL1	2.50875870652253e-12	-2.35026693196228	0.06	0.266	6.63516502701079e-08	0	DLL1
PIM3	2.64705145117228e-12	1.42642205633239	0.427	0.257	7.00092167806043e-08	0	PIM3
KRT8	2.6564772762705e-12	1.69753568528858	0.27	0.112	7.02585110028022e-08	0	KRT8
SLC2A13	2.66764174338878e-12	-2.37859625980774	0.081	0.29	7.05537888291464e-08	0	SLC2A13
